neg,neu,pos,compound,Comment_ID,Comments,Sentiment Category
0.0,0.818,0.182,0.5857,214,"A slightly faster processor, slightly better GPU, and a slightly better screen.... to the extreme! New camera is nice. But its biggest innovations are in AI software, not in the hardware.",1
0.0,0.597,0.403,0.9652,215,"I think they can create a more innovative smartphone. Also I think the design could be better than what they offer. They can build a long-lasting battery in smartphones. A better helpful voice assistant that can better handle multiple tasks at once.
  Please suggest a better smartphone!",1
0.0,0.345,0.655,0.5859,216,That's was amazing ,1
0.0,0.876,0.124,0.4559,217,"It's appealing, marketing aspect of the video has enticed me to make this purchase, and the 200MP has got me excited. Decisions!! ",1
0.137,0.863,0.0,-0.5149,218,I have the s22 ultra so I wasn't really impressed until it showed 1:20 Astrophoto!? The only reason I'm even thinking about upgrading already,-1
0.0,1.0,0.0,0.0,219,Now that's a really EPIC commercial right there Samsung!,0
0.0,0.888,0.112,0.2263,220,Okay let's do the trade-in again from my S22 Ultra. Looking forward to that astro raw. ,1
0.0,0.82,0.18,0.5777,221,Man this video is so good its making me wanna buy this phone even tho i can't  afford it ,1
0.0,0.649,0.351,0.5147,222,I DREAM WITH THIS SMARTPHONE T_T I want ittt so so much!,1
0.0,0.533,0.467,0.9312,223,"What about the battery? We need a powerful optimization like, you know, and it will be a very nice evolution for that beautiful phone.",1
0.0,0.566,0.434,0.3182,224,samsung+snapdragon = wombo combo perfecto ,1
0.0,1.0,0.0,0.0,225,This year will stick with s22 ultra.️,0
0.0,0.604,0.396,0.802,226,Battery improvement is by far the best thing Samsung done this s23 ultra,1
0.0,0.827,0.173,0.7964,227,"I have been using samsung phones since the beginning of galaxy, but I always wanted better color options and wanted the gold color like the iPhone 14 pro, I'm actually considering switching to iPhone just for that reason",1
0.0,1.0,0.0,0.0,228,"Incrédible.
Pre-ordering Now!",0
0.0,0.728,0.272,0.6249,229,Watching this masterpiece on my Note 9.. I guess it’s time to upgrade ,1
0.0,0.783,0.217,0.3612,230,"Watching this in 144p, it's like introducing the Galaxy S2",1
0.0,0.506,0.494,0.5994,231,Loving the branding message Samsung,1
0.0,0.788,0.212,0.7351,232,Alright you got me.ill wait for the S 24 ultra so the price will go down a little bit. S22 ultra owner here. I love the s23U tho ️,1
0.0,0.728,0.272,0.9553,233,Yes Sir!!! all I keep hearing is good things about this phone The new S23 ultra. I just purchased mine today  (256 gb phantom black )can't go wrong of course. The great thing is i only Paid $559!! for a brand new S23 ultra of course with a trade in my old (Samsung S22 ultra) awesome deal!!!,1
0.0,0.932,0.068,0.2732,234,I got the S21 Ultra 512gb Phantom Navy. I skipped on the S22 Ultra. However I don't think i'll skip the S23 this year  Getting a 1 terabyte as well if the option is there.,1
0.0,0.894,0.106,0.4926,235,The new Galaxy S23 Ultra also allows you to hook up any stranger whom you've never met in your life for a 3 mins explanation of how good it is !,1
0.115,0.775,0.11,-0.0414,236,I bought the S21 ultra and I thought of using it till maybe S25 or 26 but S23 seems really promising and I just ordered mine  Samsung you're really gonna make me poor,0
0.03,0.847,0.123,0.6958,237,"Since the s20/s21, Samsung has not innovate much. The galaxy simply became the note. It’s clear all the R&D is going towards their foldables. People had a reason to go for Samsung 2-3 years ago instead of apple because they were getting new FUN stuff. But now, the iPhone seems like a much more logical phone to get.",1
0.0,0.835,0.165,0.1477,238,"finally, a samsung phone i very much want that i cant afford",0
0.0,0.257,0.743,0.4389,239,Real innovation!,1
0.0,0.519,0.481,0.4168,240,Okay this was epic!!!,1
0.0,1.0,0.0,0.0,241,Not enough of an upgrade. I’ll wait for the S24 Ultra.,0
0.0,0.328,0.672,0.6249,242,Awesome can't wait,1
0.0,0.648,0.352,0.5859,243,watching this video on the same device️ wow,1
0.137,0.863,0.0,-0.4019,244,Is the Google Pixel 8 Pro camera sensor and Tensor G3 processor going to be inferior than S23 Ultra?,-1
0.0,0.586,0.414,0.7755,245,"Very Interesting Video,  i like it
one day i will buy galaxy s23 Ultra, my dream ",1
0.0,0.523,0.477,0.75,246,"Nice, this was a fun video! I may upgrade this time.",1
0.0,0.186,0.814,0.658,247,Just Amazing!!,1
0.0,0.833,0.167,0.5574,248,I mean it looks cool and all but these upgrades always look cool and they end up not really being that different than the previous generation.,1
0.14,0.569,0.292,0.4833,249,"Great cameras, screen and performance. Not sure of S Pen though.",1
0.0,0.763,0.237,0.4215,250,"Already have my galaxy s ultra green 512 gb, nice phone ",1
0.0,0.859,0.141,0.6597,251,It's fun and all.. but with all those features I wonder what the battery life is like. And if you turn it into power saving mode you probably won't be able to get all those features,1
0.0,0.646,0.354,0.8988,252,Though I can't afford this phone but I'll suggest them who has ability to buy must check this phone. Best wishes for S23 Ultra !,1
0.0,1.0,0.0,0.0,253,"""Hey, what's new"" was epic",0
0.109,0.891,0.0,-0.296,254,Nothing wen compared to S22 ultra other than 200pxl and processor. No need to upgrade from my S22 ultra,-1
0.0,1.0,0.0,0.0,255,ADORO-TE SAMSUNG...,0
0.0,1.0,0.0,0.0,256,Incredible phone but can you make a mini ultra the same size a the regular s23,0
0.0,1.0,0.0,0.0,257,Felt nostalgic with the intro,0
0.0,0.833,0.167,0.4939,258,"If they just make the software on par with how friendly ios’ software is, id get it",1
0.0,1.0,0.0,0.0,259,Im excitedbto upgrade from s21 ultra to this beast!!! ,0
0.0,1.0,0.0,0.0,260,That was really epic ,0
0.117,0.712,0.172,0.1779,261,I think some countries would ban Samsung S series for security purposes due to zoom capability. I hope not coz I have S21 Ultra that I use for Travel Vlogs.,1
0.0,0.784,0.216,0.8066,262,"I’m waiting for payday. I’m going to upgrade to this from iPhone. This feels like it could really be useful. Also, Android would be a little better for my job in IT than iPhone.",1
0.0,1.0,0.0,0.0,263,Samsung always bring new things ,0
0.0,1.0,0.0,0.0,264,"1:57 ""Can u send me that"" got me",0
0.0,0.662,0.338,0.624,265,This is the most amazing of all  you Samsung,1
0.0,0.56,0.44,0.6705,266,My favorite choice for always ️️️️ Thank you Samsung    ️,1
0.0,1.0,0.0,0.0,267,0:23 Motor 0:49 Deep Sea [Subtitle] 1:08 DéSpace UFO And Dévano S Funtasic Sofa 2:03 Night,0
0.044,0.876,0.08,0.6474,268,"The most underwhelming phone premiere I've see to date. The main narrative was about the camera as if a device that is as versatile as a smartphone (being in many case almost as powerful as laptops nowadays) is used primarily and almost exclusively to create content on different levels. So we got buried in even more megapixels (which mean little as I'm sure a lot of photography pros know) and more lenses and more FPS. What happened to innovation to the ecosystem? The UI? Satellite connectivity? Emergency features? Crash detection? Faster battery charging? eSim? Anything new? Anything? I'm still rocking an S10 which does everything exactly the same way the new S23 does. Why would I change? I don't shoot Aliens:Covenant on my phone, nor do I ever intend to. Are the Samsung phones now targeted exclusively towards wannabe cinematographers and photographers? Hard pass for me.",1
0.0,0.602,0.398,0.5106,269,Now this was fun to watch,1
0.0,0.553,0.447,0.907,270,"Nice introduction!! btw, the director are very creative! congratulations!  What's news? It's the samsung galaxy S23 Ultra!!!!",1
0.0,0.488,0.512,0.6369,271,One of their best commercials,1
0.0,0.476,0.524,0.5106,272,What a fun ad ️️,1
0.0,0.736,0.264,0.5562,273,Is it even comfortable to hold? The corners are so sharp!,1
0.0,0.351,0.649,0.5719,274,Excellent Performance & Photography ,1
0.0,0.621,0.379,0.7717,275,"What's the best screen protector you guys recommend? And also case , something durable",1
0.0,1.0,0.0,0.0,276,Apple has been real quiet after this dropped.,0
0.118,0.699,0.183,0.8967,277,"So the only difference from the S22 Ultra is the new 200MP rear camera. But they've downgraded the front camera from 40MP to... 12MP? Why on earth would they do that when selfie cameras are in many cases used more than the rear? Bored of the front cameras being neglected now. Ended up with countless fuzzy poor family shots, video calls etc. because of it. I love my S22 Ultra. This upgrade is definitely a waste of time. I'd honestly prefer them to just release a new model every 2-3 years so the upgrades between each are actually worth it. No battery upgrade in the S23 either. Again, love the Ultra series! But make the upgrades worth the money please Samsung!",1
0.0,0.196,0.804,0.6249,278,Awesome representation ,1
0.0,0.517,0.483,0.9423,279,"Thank God at last Someone is doing best to compete with iPhone 
I hope Samsung makes more incredible smartphones in best price segment",1
0.0,0.75,0.25,0.4588,280,I'm am glad that I now own the galaxy S23 ultra,1
0.0,0.549,0.451,0.6249,281,The green S23 Ultra is awesome.,1
0.0,1.0,0.0,0.0,282,That was really Epic,0
0.0,0.751,0.249,0.7149,283,Any new features on Note taking with S pen?? S pen is the main reason many of my friends like this phone.,1
0.0,0.544,0.456,0.7717,284,Lov it i just bought 1 s23 ultra thx samsung much love ,1
0.0,0.583,0.417,0.8613,285,"THIS ONE WILL BE THE BEST BY FAR, OFC BETTER THAN APPLE'S iphone 14",1
0.0,0.789,0.211,0.9697,286,Dangggg!!! I'm an iPhone user with a 13 Pro Max ever since Samsung ditched the Note series!! I was a total Note fan since I was a kid & was to buy the latest Note when i finish my school then they ditch Note! (2021). So I went with Apple BUT now mannn I wanna turn back again kinda. This is truly nxt lvl!! Especially so far the coolest Note ad I've seen! Brings back so many memories... I think this is the one of the top 10s best ad's I've watched...! thank you Samsung <3,1
0.0,1.0,0.0,0.0,287,Waiting to get a job just to buy this ,0
0.0,0.625,0.375,0.34,288,I'm excited for the z fold 5,1
0.0,0.196,0.804,0.8475,289,Wow that was amazing!!,1
0.0,1.0,0.0,0.0,290,Mindblowing for real,0
0.0,0.417,0.583,0.4215,291,Nice introduction film ,1
0.0,1.0,0.0,0.0,292,"this took me back to the S3 commercial video when it said
designed for humans,inspired by nature
time flies...",0
0.0,0.846,0.154,0.5893,293,I just pre ordered the S23 ultra in lime color! Can't wait to get it and put it in a black otter box LOL ,1
0.0,1.0,0.0,0.0,294,they did the APPLE THING of naming every feature ,0
0.0,0.323,0.677,0.6369,295,Still the best ,1
0.0,1.0,0.0,0.0,296,Watching this on my S23 Ultra in Cream colorway ,0
0.324,0.45,0.225,-0.2732,297,2:03 bro said thank you and Died ,-1
0.0,0.263,0.737,0.4215,298,Simply nice ,1
0.0,1.0,0.0,0.0,299,What about battery timings? Can it compete Apple iPhone 14 Pro??,0
0.018,0.76,0.222,0.9554,300,"The lack of expandable storage is a huge deal! I have over 100gb of data on my SD and now I'll have to fork out hundreds of more $$$ just to fit my files!? Everything looks good, nothing groundbreaking though but it's definitely a somewhat good upgrade from my note 20 ultra 512gb which I got the sh!tty exynos chip with but is it really worth all that money for slightly better performance in the processor and camera? I guess we'll see.",1
0.0,0.625,0.375,0.5574,301,I'm positive with this phone so far.,1
0.0,1.0,0.0,0.0,302,"For those wondering why it looks the same is because they asked us what we prefer for the next thing I believe the questions were

Style(looks)",0
0.0,0.744,0.256,0.6705,303,With such a powerful phone can you guys finally add controller support to genshin  or make a deal with them,1
0.0,0.472,0.528,0.7717,304,"Wow, Samsung actually made a good intro this time.",1
0.0,1.0,0.0,0.0,305,It's incredible that Samsung Galaxy is taking pictures of real galaxy ,0
0.0,1.0,0.0,0.0,306,"Samsung Galaxy S24 Ultra 5G predicted specs

Speed 3.5 or 3.6 gHz",0
0.0,1.0,0.0,0.0,307,They need to make the Ultra flat-screened.,0
0.077,0.594,0.329,0.8804,308,"Sometimes i feel that I am so blessed with technology due to Samsung. My experience with Samsung is like heaven. We poor minds don't deserve such high technologies.
Thank you Samsung",1
0.0,1.0,0.0,0.0,309,Gosh I need to switch my Fold 4 to this now 🫡,0
0.0,0.667,0.333,0.8877,310,Hey Samsung ! I love your phones specially that one Samsung S23 ultra and i want that but i can't .. But in future i will. It's so fantastic ,1
0.0,0.865,0.135,0.3612,311,I like when smartphones commercials try to push as much as it is possible unnecessary stats into commercials,1
0.0,0.532,0.468,0.6588,312,Great deal! Purchased on Prime day.,1
0.0,1.0,0.0,0.0,313,Unbeliveable Innovations,0
0.0,1.0,0.0,0.0,314,The S23 except for the minor changes will still be my favourite phone,0
0.0,0.693,0.307,0.8555,315,I think this is the best advertisement of any phone that i ever see. Best way of displaying the features in this manner.,1
0.0,1.0,0.0,0.0,316,Everything is new,0
0.088,0.805,0.107,0.1179,317,"I think the only thing is missing on here is an IR...
Would you please consider that ?
& what is your opinion on that ?",0
0.0,1.0,0.0,0.0,318,Maybe I'll still stick with my S22 Ultra ,0
0.0,0.77,0.23,0.6573,319,"So much powerful, imagine someone able to remote hack the phone and increase it's temperature making it overheat then explode.",1
0.0,0.674,0.326,0.4404,320,"Samsung always innovative , even is this ad ",1
0.072,0.571,0.357,0.899,321,"Wow, such a nice phone , same specs as needed, loving this. Every thing is perfect but a small problem is that I still can,t afford. Samsung plz fix it. it should be around $100. Who agree with me       lol ",1
0.0,0.751,0.249,0.743,322,"Since the snapdragon 8 gen 2 support recording videos in 8k 60 fps, please add the ability to record 8k 60 fps in an software update, @Samsung",1
0.0,0.726,0.274,0.34,323,Everything is new inside that what matters design is already cool,1
0.0,0.682,0.318,0.1027,324,The flagship of flagships,0
0.0,0.0,1.0,0.6884,325,Brilliant!!!,1
0.0,1.0,0.0,0.0,326,Fix the signal issues with the S22 Ultra first and then we can talk about this one.,0
0.0,0.833,0.167,0.6808,327,"Samsung helps to realize my passion as a content creator. I make vlogs using Samsung S21+ and ZFlip3, many viewers think I'm using a professional camera. can't wait to upgrade to s23 series",1
0.0,0.751,0.249,0.4574,328,"It's a new era, you know for Samsung it's clearly understandable!",1
0.0,0.833,0.167,0.8689,329,Adding Ir blaster like mi phones in the Samsung S series and also the under display camera of zte phones will make Samsung S series latest phone the most perfect.Small request to Samsung for listening to the Samsung lovers. Hope we also get Ir blaster and under display camera soon in our latest Samsung S series phone.Please make a dream come true.(Samsung),1
0.0,0.864,0.136,0.6588,330,"These new phones   have been pointless for some years now... The only  aspect that keeps increasing is the price!
These would be great if it was the year... 2000",1
0.0,0.625,0.375,0.6369,331,One of the best commercials I have ever seen,1
0.052,0.743,0.204,0.9544,332,"** No UDC no party **  Samsung must think more laterally with sales. It can't be a ''1 phone fits all' strategy. On their site, or in the store, or both they should have 2 sections - 1 selfie lovers and 2 media watchers. The selfie lovers get a hole punch with the best selfie camera possible. The media watchers get a new improved UDC and may not use selfie at all. Come on Samsung, we don't all want a hole punch. Do this for the S24 and also please improve the charging speed to at least 60W.",1
0.043,0.882,0.076,0.4939,333,"l've been a long time Samsung user, mostly the Note series until last year when I switched to the S22 Ultra. Each year I sign up for the pre-order deals and usually end purchasing thru the Shop
Samsung app instead of a carrier. Samsung usually provides a generous trade-in for the previous year's flagship. This year that's gone and switched a carrier credit trade-in over 24 months. This doesn't work for me as I usually upgrade annually. If you do trade within the 24 months, you'll lose all and have to pay full price. There's the unlocked",1
0.0,0.762,0.238,0.4795,334,Im upgrading mine i have a note 9 so excited to get the S23ultra,1
0.0,0.674,0.326,0.4404,335,"his reaction is funny though.
""expert who""",1
0.255,0.543,0.201,0.0,336,Samsung S are now become the perfect phone. Literally no complain from past 2 year.,0
0.0,0.719,0.281,0.6892,337,"This is awesome, I can't wait to buy this when I have money, wohooo!! Hehe....",1
0.0,0.922,0.078,0.3182,338,"***Make sure the z fold 5 has an ULTRA version, so the front screen is wider, and the media on the inner screen is also larger than on a regular phone",1
0.0,0.515,0.485,0.7651,339,Have a s22 ultra. Best phone ive owned without a doubt !,1
0.0,0.423,0.577,0.6249,340,2:36 great finishing music ,1
0.0,0.543,0.457,0.6369,341,This is the greatest ad ever.,1
0.0,0.73,0.27,0.5719,342,I prefer my 14 pro but this is still a nice phone nonetheless.,1
0.0,0.316,0.684,0.7579,343,Wow i wish I could have one,1
0.0,1.0,0.0,0.0,344,can you add ND Filters to the cameras and which ones can one buy?,0
0.0,0.444,0.556,0.3612,345,I like the presetation ,1
0.116,0.884,0.0,-0.3597,346,It's basically the same as my S22 Ultra just with slightly small amount of features. So no point of upgrading . . .,-1
0.0,1.0,0.0,0.0,347,I'm getting one at the end of the year,0
0.0,0.667,0.333,0.6696,348,A phone without a curved screen would be the best feature ever!,1
0.0,0.38,0.62,0.8683,349,"I love samsung, the color is so pretty and delicate.",1
0.0,0.629,0.371,0.5473,350,"1:26 ""Image simulated for illustrative purposes"" LOL",1
0.0,1.0,0.0,0.0,351,Just upgraded to this from S21 Ultra.,0
0.0,0.656,0.344,0.4939,352,One of the reasons I want a new job with good salary ,1
0.054,0.762,0.184,0.6447,353,People they carry sweet memories along with them so ensure those images get stored in our cloud computing  so that they can access any where no matter which model they buy irrespective of the warranty.,1
0.0,1.0,0.0,0.0,354,I have to buy it after 6-8 months later!,0
0.0,1.0,0.0,0.0,355,Keeping my S22 Ultra until the S24 at least,0
0.0,0.192,0.808,0.6369,356,Love it ,1
0.0,0.323,0.677,0.6369,357,I love the camera,1
0.099,0.901,0.0,-0.296,358,If only it had an expandable memory card slot.   I would fill the internal storage in no time with 200 megapixel images,-1
0.0,1.0,0.0,0.0,359,I just got the S23 after my S10 finally gave up wanting to go on with life. Blimey phone have come on a lot since,0
0.0,0.536,0.464,0.8248,360,"Honestly I couldn’t tell the difference physically but yeah internals change, good job apple",1
0.145,0.855,0.0,-0.1779,361,I'm seriously considering now that they dropped the exynos chips altogether.,-1
0.0,0.847,0.153,0.1779,362,We want in built photographic styles and a separate engine for photos and videos on Samsung flagship series....,1
0.0,0.781,0.219,0.4754,363,Very nice . After 4 months you need to charge the battery twice a day ,1
0.0,0.602,0.398,0.7146,364,"I have  a21s  it was  very  good  performance  
Thank  you  samsung   company. ",1
0.105,0.794,0.1,-0.1276,365,"Can't Samsung really put the accessories of the phone all in one box with the phone 
Why do I have to buy the accessories when I've already paid alot for just a phone that will be outdated within a year. They are called accessories because they come with it (all in one).That truly so unfair and against humanity why are they repeating the same disgusting thing that apple did. I really loved Samsung so much and I don't think they should disappoint their fans just like that.",0
0.0,0.693,0.307,0.7901,366,"As an s23 ultra, I can confirm I'm getting alot of respects today!.
 Yes im smart enough that i can even type hehe",1
0.0,0.72,0.28,0.8977,367,"The fact that Samsung has comments on and the iPhone 14 pro video has comments off shows Samsung’s outstanding confidence (just a bit of comment bot removal would be much appreciated, though!)",1
0.0,0.323,0.677,0.6369,368,Love this commercial,1
0.277,0.723,0.0,-0.3182,369,I lost into it while watching this commercial...,-1
0.0,1.0,0.0,0.0,370," An Introduction of everything, but nothing new! ",0
0.0,0.689,0.311,0.745,371,"While I still prefer Apple, I am genuinely happy for Samsung users that the S23 is this cool.",1
0.045,0.899,0.057,0.4339,372,"Probably it is a good phone BUT considering the pricing differences between US and Europe it totally does not make any sense to buy it outside of US. In US seems to be 150 USD cheaper and you also get an extra 150 usd credit for the buds pro, so in total almost 300 USD difference for the same 512GB version. In Europe the preorder credit is included in the already higher price. I was intrested in the phone but I will mot buy it while there is such a big gap in price without any justification. I do not want to encourage this so  for me it will definately not be worth it. Maybe when there is the same price across the board I might take a look at it again if I will still be in the market for a new phone. Till then there are alot more equitable brands out there.",1
0.0,0.654,0.346,0.49,373,So cool!! I think imma switch to samsung,1
0.067,0.79,0.143,0.552,374,"Want to know why this year everything will be different and for long time actually better? The answer is all in Amazons LPA33X and I have never been that excited for a long time, thank you for providing home and food for my kids",1
0.0,1.0,0.0,0.0,375,"0:21 It’s called TrueTone, we’ve had this on our iPhones for YEARS.",0
0.0,0.748,0.252,0.4019,376,Yes the zoom gimmick . It all makes sense now.,1
0.019,0.836,0.145,0.7717,377,"well, after watching this video i realize there isn't actually anything new. improved ois, improved nightography, vision booster and environmental friendliness for marketing. telephoto same, display same. and nightography and vision booster are just software improvements that could be offered as an update to s22 ultra, but that won't happen, people shall pay again to get something they could already have had last year. s23 ultra is just an s22 ultra in which the deliberate shortcomings have now been eliminated.",1
0.0,0.548,0.452,0.7644,378,Best Android phone to grab right now. Well executed Samsung!,1
0.0,0.335,0.665,0.6096,379,So much perfect ,1
0.0,0.463,0.537,0.7003,380,Watching on my Galaxy Grand prime. Nice ,1
0.199,0.71,0.091,-0.5849,381,I don't ever see this much excitement on a boring iPhone. Samsung is really killing it with the s23 lineup. I'm gonna trade my s22 ultra for the 23 ultra,-1
0.0,1.0,0.0,0.0,382,The battery life upgrade it's what I was waiting to move back to Android,0
0.0,0.192,0.808,0.6369,383,I love this,1
0.0,0.446,0.554,0.8271,384,I enjoy watching the international they are pretty cool too which,1
0.0,1.0,0.0,0.0,385,1:12 my dudes hanging out on Titan,0
0.0,1.0,0.0,0.0,386,"Samsung is not a brand, it's an emotion ",0
0.053,0.947,0.0,-0.296,387,"Welp, guess I'll be keeping my S22 Ultra for the next 6 years. I see no reason to upgrade especially with the price tag being Exactly the same at 1200 USD. and that's both s22 ultra and s23 ultra  with 256 gb.",-1
0.0,1.0,0.0,0.0,388,I cant wait to go to the moon with this phone!,0
0.0,1.0,0.0,0.0,389,It's EPIC BEAST.,0
0.0,0.699,0.301,0.5106,390,Remember the good old days when a flagship cost only 500 euros. RIP,1
0.0,0.874,0.126,0.3182,391,And I'm here waiting for any Youtuber to giveaway this since I'm being a fan to them always.,1
0.0,0.544,0.456,0.6361,392,the most beautiful phone i have seen ,1
0.0,0.709,0.291,0.4767,393,"I chose this, because of camera and nice number in my life memories.",1
0.0,1.0,0.0,0.0,394,"You had me at ""Can you send me that?"", not gonna lie.",0
0.042,0.713,0.245,0.9672,395,"The hypocritical approach of “if it ain’t broke don’t fix it” that Apple has worked their phones by for years, is the new way for everyone.

But I’m honestly happy that Samsung finally figured out it’s about processing more than it is about hardware. Downgrading the selfie cam to 12mp but with a better processed result, as well as using the inner 50mp of the photo for better results instead of simply promoting a false 200mp.",1
0.0,0.714,0.286,0.4939,396,Just gonna get the s23 ultra when I save up,1
0.0,0.196,0.804,0.6249,397,That's Awesome ,1
0.0,1.0,0.0,0.0,398,Seeing in s23 ultra in this video is another magic,0
0.0,0.887,0.113,0.3182,399,"BGM at 2:38 is out of this world, please can anybody tell me where can I get its full version?",1
0.0,0.727,0.273,0.7483,400,Galaxy S23 is the most beautiful Samsung phone EVER !!! I want to buy the Galaxy S23 Plus Green colour ,1
0.0,1.0,0.0,0.0,401,I can't wait,0
0.098,0.686,0.215,0.6059,402,"I am huge fan of android phones but after the Samsung s21 series I have been in love with Samsung being poor, will I be able to buy s23 ultra pro, never had any this phones",1
0.0,0.298,0.702,0.795,403,the best smartphone ever created!!!,1
0.0,0.807,0.193,0.7826,404,"The Snapdragon 8 Gen 2 is miles ahead of the competition and is cooler and more stable to boot.

Samsung is making an exclusive overclocked edition for all S23s (NO MORE EXYNOS!!!) and I can't wait for it :)",1
0.0,1.0,0.0,0.0,405,Next level promotion,0
0.0,0.899,0.101,0.4871,406,I can get a $100 upgrade to this from my s22 ultra is it even worth it? The only thing that seams to be different is that is has a snapdragon 8 gen 2 and a 200mp main lense. Is it worth it for $100?,1
0.0,0.196,0.804,0.6249,407,That's great  ,1
0.0,0.441,0.559,0.5859,408,Amazing piece of marketing ,1
0.0,1.0,0.0,0.0,409,I must pre order this,0
0.0,1.0,0.0,0.0,410,Welp nothing crazy...Miss the old days where innovations was inovations,0
0.0,0.805,0.195,0.4404,411,Still in s7 edge...they are getting  better and I'm still in unaffordable margin...,1
0.144,0.647,0.209,0.0772,412,"I wish Samsung launched a  5.4"" screen sized phone cause sometimes heavy and large phones are just burden",0
0.0,0.84,0.16,0.2263,413,It’s okay to say that both Samsung and Apple are underwhelming.,1
0.131,0.869,0.0,-0.3412,414,Tell me whats the different from s22 ultra? Since i got not good experiences after buying s22 ultra.,-1
0.0,0.927,0.073,0.2023,415,It would have been cherry on top if Juan (from ThatWasEpic) walked in after the actor said that was epic in the last seconds.,1
0.0,1.0,0.0,0.0,416,I just ordered this >D,0
0.0,0.94,0.06,0.3612,417,"Try next time for Samsung S 24 to look, like a smaller size S 23 Ultra. I mean the shape in the corners to be the same as the note. A smaller size Note for people with small hands, change the corners of the screen",1
0.067,0.907,0.027,-0.286,418,"In so many ways the worst is behind us. Amazons LPA33X does the EXACT right thing to turn around and everyone reacts already, whether that is big companies or just individuals it's a global revolution and not to be missed. But I am just a guy commenting, you should make your own mind on this",-1
0.0,1.0,0.0,0.0,419,Will the Victus touch screen get scratched by finger touch in the long term?,0
0.0,0.689,0.311,0.8588,420,"I think it's safe to say that Samsung innovates MUCH more than their biggest (fruity) competitor is comfortable acknowledging. 

""Samsung: Reminding 'em who's King !"" ",1
0.0,1.0,0.0,0.0,421,Only Samsung S series can introduce new innovations and designs,0
0.0,1.0,0.0,0.0,422,"I use iPhone 12 & I really don’t feel any need to move ever to 
S22/23.IPhones are blessings️",0
0.0,1.0,0.0,0.0,423,"Now, I can buy the s22 Ultra...",0
0.0,0.367,0.633,0.7845,424,Best smart phone commerical in years. ,1
0.0,1.0,0.0,0.0,425,Is 100 x zoom is not available in galaxy s23???,0
0.0,0.72,0.28,0.765,426,Do we get student discounts for thee S23 ultra too? looks like it could be a great use for school.,1
0.0,1.0,0.0,0.0,427,THIS IS HOW  A COMMERCIAL SHOULD BE…!!!!!,0
0.0,0.488,0.512,0.6369,428,Best “samsung introducing” trailer ever,1
0.0,0.815,0.185,0.3612,429,I was digging the universe part felt like I was there since I am high,1
0.0,0.472,0.528,0.6793,430,"God, it's so good, Can I catch it!️",1
0.0,0.121,0.879,0.8066,431,wow ! most useful,1
0.0,0.616,0.384,0.9419,432,"I wish the phone design colours was more retro and cool, fun rather than looking like a corporate phone. Have fun colours like army green, hologram (Samsung note 10+), vintage red, copper, silver metallic etc",1
0.0,0.777,0.223,0.3182,433,Make sure you guys fixed the backglass adhesive issue.,1
0.064,0.848,0.088,0.2023,434,"Watchin from my ol' pal, Note 20 Ultra. Haven't upgraded since then, coz I'm a bit worried about the Samsung GOS (Game Optimizing Service) thing, which hold back the epic performance. Sh..",1
0.072,0.928,0.0,-0.1027,435,"I just got my s22 ultra that past June holy, nah gonna stick with mine for another year or so.",0
0.0,0.863,0.137,0.1511,436,Need to change my s9+ and note 10. I want this phone!,1
0.0,0.801,0.199,0.3054,437,Not really that crazy just the 200 mp is wild,1
0.0,0.192,0.808,0.6369,438,"I love it, ",1
0.0,1.0,0.0,0.0,439,I'm selling my Note 20 Ultra and getting me one of these ,0
0.0,0.517,0.483,0.8126,440,"Woah, this advertisement felt like 2013 

Edit: And that’s a good thing :)",1
0.0,0.414,0.586,0.6418,441,Ad is so impressive ,1
0.0,0.309,0.691,0.7717,442,"This video production amazing, creative",1
0.26,0.521,0.219,0.2003,443,Samsung has the best adverts out of the whole mobile industry no doubt!,1
0.0,0.396,0.604,0.7269,444,Alright this was an awesome video,1
0.0,0.955,0.045,0.3612,445,"1/ The keypad, recents and contacts icons should be in the Samsung phone app. 2/ The dark mode in Samsung smartphones should be on by default. 3/ S pen should be with a lightweight phone. 4/ YouTube app should not be inbuilt. 5/ Remove the Galaxy Store and replace it with System App Updater like Xiaomi.",1
0.0,1.0,0.0,0.0,446,Upgrading from Note10+ to this. ,0
0.135,0.865,0.0,-0.3919,447,I would trade my 14 pro for it but the trade in from what I seen is way to low,-1
0.0,0.631,0.369,0.9022,448,"regardless, I will buy the phone, but I felt like the commercial could have been better. The s10 commercial is my favorite so far.",1
0.0,0.641,0.359,0.807,449,so exited to see iphone 15 this year.... the most powerful smartphone ever.... love it,1
0.175,0.562,0.263,0.34,450,i love watching videos of phones ill never be able to own,1
0.0,0.843,0.157,0.5499,451,Purpose of typical communication is de-prioritized by new mobile phone manufacturers. USPs are not typical communications but digital communication. Interesting.,1
0.0,1.0,0.0,0.0,452,The BGM ️️,0
0.0,0.769,0.231,0.4019,453,I wish Samsung would give its galaxy phones a holographic keyboard someday,1
0.048,0.872,0.08,0.411,454,"If companies want to boast about sustainability and betterment of the planet, then they should just follow the release cycle of consoles. Releasing new phones every year doesn't do well for the environment. Instead like Xbox or PS they should release a phone every 4-5 years or so and with a bunch of new things and not just improving the same old processor, camera and such every year hoping for customers to get rid of their old ones and buy another phone!",1
0.0,0.755,0.245,0.5542,455,samsung literally know how to make peoples amazingly awesome.with fun and style.,1
